SpeciesName	Species	LLR
D.discoideum	ATH	358602.534
D.discoideum	BSU	1099.598
D.discoideum	BTA	40029.687
D.discoideum	CEL	137838.441
D.discoideum	CIN	0
D.discoideum	NA	437.44
D.discoideum	DDI	3784549.518000019
D.discoideum	DME	157798.996
D.discoideum	DRE	5685.336
D.discoideum	ECO	1316.714
D.discoideum	GGA	2776.3250000000003
D.discoideum	HSA	308977.704
D.discoideum	MJA	1363.834
D.discoideum	MMU	305247.714
D.discoideum	MTU	0
D.discoideum	OSA	0
D.discoideum	PFA	1590.833
D.discoideum	RNO	35592.275
D.discoideum	SCE	80743.21699999999
D.discoideum	SPO	10940.166
D.discoideum	SSC	20199.7
D.discoideum	SSO	348.332
D.rerio	ATH	507427.8129999999
D.rerio	BSU	401.455
D.rerio	BTA	792959.6400000006
D.rerio	CEL	591196.307
D.rerio	CFA	20628.987
D.rerio	CIN	0
D.rerio	DDI	4552.5920000000015
D.rerio	DME	966775.897
D.rerio	DRE	5622559.693999975
D.rerio	ECO	112.86
D.rerio	GGA	4015.636
D.rerio	HSA	2342578.7630000003
D.rerio	MJA	817.471
D.rerio	MMU	979081.8349999998
D.rerio	MTU	0
D.rerio	OSA	0
D.rerio	PFA	1744.512
D.rerio	RNO	350763.9379999999
D.rerio	SCE	62719.15800000003
D.rerio	SPO	15910.421
D.rerio	SSC	88483.577
D.rerio	SSO	286.188
E.coli	ATH	53504.953
E.coli	BSU	37400.545
E.coli	BTA	6612.425
E.coli	CEL	7339.346
E.coli	CFA	0
E.coli	CIN	0
E.coli	DDI	1356.26
E.coli	DME	8983.628
E.coli	DRE	102.237
E.coli	ECO	808829.162
E.coli	GGA	31.598
E.coli	HSA	22401.013
E.coli	MJA	433.692
E.coli	MMU	30033.46
E.coli	MTU	0
E.coli	OSA	0
E.coli	PFA	0
E.coli	RNO	1056.59
E.coli	SCE	5823.442
E.coli	SPO	234.635
E.coli	SSC	4990.68
E.coli	SSO	5.1579999999999995
G.gallus	ATH	372978.372
G.gallus	BSU	137.912
G.gallus	BTA	949730.1510000004
G.gallus	CEL	644871.5740000001
G.gallus	CFA	11932.384000000002
G.gallus	CIN	0
G.gallus	DDI	56166.467999999986
G.gallus	DME	991851.5850000002
G.gallus	DRE	6814.721000000001
G.gallus	ECO	69.457
G.gallus	GGA	1498987.8040000023
G.gallus	HSA	5146833.863
G.gallus	MJA	394.966
G.gallus	MMU	1736541.302000001
G.gallus	MTU	0
G.gallus	OSA	0
G.gallus	PFA	0
G.gallus	RNO	603440.88
G.gallus	SCE	139848.93300000002
G.gallus	SPO	17859.302
G.gallus	SSC	294286.3520000002
G.gallus	SSO	0
H.sapiens	ATH	917263.423
H.sapiens	BSU	1281.713
H.sapiens	BTA	1687267.8780000014
H.sapiens	CEL	833690.5100000002
H.sapiens	CIN	0
H.sapiens	NA	453.362
H.sapiens	DDI	17509.963000000003
H.sapiens	DME	1618997.842
H.sapiens	DRE	37438.345
H.sapiens	ECO	8758.092
H.sapiens	GGA	1520.0269999999998
H.sapiens	HSA	20594306.558
H.sapiens	MJA	3275.253
H.sapiens	MMU	2944706.9580000024
H.sapiens	MTU	0
H.sapiens	OSA	0
H.sapiens	PFA	4544.68
H.sapiens	RNO	2206795.365000002
H.sapiens	SCE	128750.55799999998
H.sapiens	SPO	19979.259
H.sapiens	SSC	767213.9140000003
H.sapiens	SSO	57.067
M.jannaschii	ATH	14731.273
M.jannaschii	BSU	988.477
M.jannaschii	BTA	2784.306
M.jannaschii	CEL	3732.342
M.jannaschii	CFA	0
M.jannaschii	CIN	0
M.jannaschii	DDI	1773.425
M.jannaschii	DME	7744.659
M.jannaschii	DRE	614.209
M.jannaschii	ECO	369.247
M.jannaschii	GGA	292.863
M.jannaschii	HSA	14246.842
M.jannaschii	MJA	39710.284
M.jannaschii	MMU	7988.551
M.jannaschii	MTU	0
M.jannaschii	OSA	0
M.jannaschii	PFA	25.685
M.jannaschii	RNO	1073.147
M.jannaschii	SCE	4024.624
M.jannaschii	SPO	1884.96
M.jannaschii	SSC	724.005
M.jannaschii	SSO	242.629
M.musculus	ATH	1086569.748
M.musculus	BSU	249.221
M.musculus	BTA	2026264.5100000016
M.musculus	CEL	831006.614
M.musculus	CFA	432.918
M.musculus	CIN	0
M.musculus	DDI	29533.861
M.musculus	DME	1955973.5789999997
M.musculus	DRE	28852.691000000003
M.musculus	ECO	5616.816
M.musculus	GGA	1563.934
M.musculus	HSA	12008168.013999997
M.musculus	MJA	2219.389
M.musculus	MMU	19523885.552
M.musculus	MTU	0
M.musculus	OSA	0
M.musculus	PFA	5648.8460000000005
M.musculus	RNO	2207657.225000002
M.musculus	SCE	170642.83399999997
M.musculus	SPO	10653.427
M.musculus	SSC	879265.0200000012
M.musculus	SSO	191.931
M.tuberculosis	ATH	32710.322
M.tuberculosis	BSU	4981.908
M.tuberculosis	BTA	6768.910000000001
M.tuberculosis	CEL	8526.6
M.tuberculosis	CFA	0
M.tuberculosis	CIN	0
M.tuberculosis	DDI	1086.198
M.tuberculosis	DME	15645.365
M.tuberculosis	DRE	271.246
M.tuberculosis	ECO	6896.993
M.tuberculosis	GGA	96.25
M.tuberculosis	HSA	18266.848
M.tuberculosis	MJA	258.233
M.tuberculosis	MMU	12560.026
M.tuberculosis	MTU	159879.50600000002
M.tuberculosis	OSA	0
M.tuberculosis	PFA	0
M.tuberculosis	RNO	5942.368
M.tuberculosis	SCE	7855.697
M.tuberculosis	SPO	264.556
M.tuberculosis	SSC	2978.2340000000004
M.tuberculosis	SSO	0
O.sativa	ATH	3901273.11
O.sativa	BSU	2414.232
O.sativa	BTA	491911.6500000002
O.sativa	CEL	343606.30100000027
O.sativa	CIN	0
O.sativa	NA	0
O.sativa	DDI	37497.00300000001
O.sativa	DME	627649.2560000011
O.sativa	DRE	0
O.sativa	ECO	0
O.sativa	GGA	0
O.sativa	HSA	1411890.7290000005
O.sativa	MJA	0
O.sativa	MMU	987163.0970000004
O.sativa	MTU	0
O.sativa	OSA	11003859.520999571
O.sativa	PFA	4307.182000000001
O.sativa	RNO	619382.8660000003
O.sativa	SCE	307671.1509999996
O.sativa	SPO	11307.877000000002
O.sativa	SSC	94131.0359999999
O.sativa	SSO	0
P.falciparum	ATH	104773.536
P.falciparum	BSU	440.658
P.falciparum	BTA	23431.589
P.falciparum	CEL	34129.495
P.falciparum	CIN	0
P.falciparum	NA	0
P.falciparum	DDI	10027.579000000002
P.falciparum	DME	42648.005
P.falciparum	DRE	3089.896
P.falciparum	ECO	143.104
P.falciparum	GGA	1088.442
P.falciparum	HSA	191082.881
P.falciparum	MJA	605.432
P.falciparum	MMU	112798.843
P.falciparum	MTU	0
P.falciparum	OSA	0
P.falciparum	PFA	1507438.8389999962
P.falciparum	RNO	34102.793
P.falciparum	SCE	20096.19
P.falciparum	SPO	3283.8840000000005
P.falciparum	SSC	18519.883
P.falciparum	SSO	178.641
R.norvegicus	ATH	788275.4
R.norvegicus	BSU	709.362
R.norvegicus	BTA	1967653.5749999983
R.norvegicus	CEL	805039.62
R.norvegicus	CFA	281.96999999999997
R.norvegicus	CIN	0
R.norvegicus	DDI	83954.37099999998
R.norvegicus	DME	2027099.5100000005
R.norvegicus	DRE	14391.938000000002
R.norvegicus	ECO	10408.347
R.norvegicus	GGA	5778.446000000002
R.norvegicus	HSA	12100363.563
R.norvegicus	MJA	6828.267000000001
R.norvegicus	MMU	6488093.153999995
R.norvegicus	MTU	0
R.norvegicus	OSA	0
R.norvegicus	PFA	13343.654
R.norvegicus	RNO	6716043.988000004
R.norvegicus	SCE	181936.7140000001
R.norvegicus	SPO	40634.644
R.norvegicus	SSC	770293.9000000013
R.norvegicus	SSO	569.4399999999999
S.cerevisiae	ATH	494309.862
S.cerevisiae	BSU	776.349
S.cerevisiae	BTA	62401.20299999999
S.cerevisiae	CEL	123322.042
S.cerevisiae	CFA	210.704
S.cerevisiae	CIN	0
S.cerevisiae	DDI	21452.788
S.cerevisiae	DME	321219.272
S.cerevisiae	DRE	12737.251
S.cerevisiae	ECO	8445.149000000001
S.cerevisiae	GGA	3507.4910000000004
S.cerevisiae	HSA	497187.373
S.cerevisiae	MJA	2607.478
S.cerevisiae	MMU	336866.462
S.cerevisiae	MTU	0
S.cerevisiae	OSA	0
S.cerevisiae	PFA	4671.377
S.cerevisiae	RNO	90176.918
S.cerevisiae	SCE	1069139.103
S.cerevisiae	SPO	18942.53
S.cerevisiae	SSC	45250.942999999985
S.cerevisiae	SSO	685.494
S.pombe	ATH	237313.108
S.pombe	BSU	689.7959999999999
S.pombe	BTA	38166.154
S.pombe	CEL	124797.838
S.pombe	CFA	39.636
S.pombe	CIN	0
S.pombe	DDI	12297.643000000002
S.pombe	DME	109306.505
S.pombe	DRE	10582.271
S.pombe	ECO	998.929
S.pombe	GGA	2446.547
S.pombe	HSA	461171.757
S.pombe	MJA	1349.359
S.pombe	MMU	306405.863
S.pombe	MTU	0
S.pombe	OSA	0
S.pombe	PFA	54.048
S.pombe	RNO	69204.79699999999
S.pombe	SCE	194768.648
S.pombe	SPO	682126.3359999999
S.pombe	SSC	35173.225999999995
S.pombe	SSO	222.22
S.scrofa	ATH	549848.978
S.scrofa	BSU	1022.061
S.scrofa	BTA	1184021.2430000012
S.scrofa	CEL	646989.801
S.scrofa	CFA	462.747
S.scrofa	CIN	0
S.scrofa	DDI	11769.746000000005
S.scrofa	DME	889387.1499999998
S.scrofa	DRE	31518.500000000004
S.scrofa	ECO	1381.89
S.scrofa	GGA	3340.1690000000003
S.scrofa	HSA	5211149.991999996
S.scrofa	MJA	1111.749
S.scrofa	MMU	2235365.1229999987
S.scrofa	MTU	0
S.scrofa	OSA	0
S.scrofa	PFA	271.199
S.scrofa	RNO	1291392.0219999996
S.scrofa	SCE	76354.31200000002
S.scrofa	SPO	18072.091
S.scrofa	SSC	2932239.878000002
S.scrofa	SSO	150.906
S.solfataricus	ATH	25013.288
S.solfataricus	BSU	838.548
S.solfataricus	BTA	4511.43
S.solfataricus	CEL	10675.344
S.solfataricus	CFA	0
S.solfataricus	CIN	0
S.solfataricus	DDI	1923.152
S.solfataricus	DME	18619.819
S.solfataricus	DRE	513.656
S.solfataricus	ECO	534.335
S.solfataricus	GGA	334.144
S.solfataricus	HSA	22935.47
S.solfataricus	MJA	566.262
S.solfataricus	MMU	18434.799
S.solfataricus	MTU	0
S.solfataricus	OSA	0
S.solfataricus	PFA	0
S.solfataricus	RNO	2883.689
S.solfataricus	SCE	11582.853
S.solfataricus	SPO	1556.605
S.solfataricus	SSC	1489.975
S.solfataricus	SSO	58585.376
